TransactionID,AccountID,CustomerAge,gender,TransactionAmount,TransactionDate,TransactionType,location,MerchantID,Channel,PreviousTransactionDate,offer_accepted,offer_type_last_given,transaction_category_last
TX000119,AC00085,26,Female,407.65,07-07-2023 16:11,Debit,Hyderabad,M041,Online,04-11-2024 08:06,0,Cashback,Healthcare
TX000120,AC00092,39,Female,115.83,22-05-2023 17:09,Debit,Kolkata,M086,Branch,04-11-2024 08:10,1,Discount,Food
TX000121,AC00295,69,Male,53.57,16-08-2023 16:17,Debit,Hyderabad,M025,ATM,04-11-2024 08:08,0,Loyalty Points,Shopping
TX000122,AC00358,46,Male,63.34,17-11-2023 16:02,Credit,Mumbai,M028,Online,04-11-2024 08:10,0,Discount,Entertainment
TX000123,AC00311,27,Male,317.87,22-05-2023 17:29,Debit,Hyderabad,M076,Online,04-11-2024 08:11,0,Discount,Healthcare
TX000124,AC00066,41,Female,331.65,25-08-2023 17:26,Debit,Hyderabad,M006,Online,04-11-2024 08:11,1,Cashback,Travel
TX000125,AC00340,56,Female,5.04,27-11-2023 16:38,Debit,Bangalore,M001,ATM,04-11-2024 08:10,0,Freebie,Shopping
TX000126,AC00284,70,Female,214.54,04-08-2023 17:46,Credit,Delhi,M026,Online,04-11-2024 08:11,1,Freebie,Entertainment
TX000127,AC00208,57,Female,598.81,04-09-2023 16:48,Debit,Bangalore,M081,Branch,04-11-2024 08:10,0,Loyalty Points,Fuel
TX000128,AC00176,26,Other,841.28,09-08-2023 17:34,Debit,Bangalore,M083,Online,04-11-2024 08:09,0,Loyalty Points,Healthcare
TX000129,AC00053,26,Female,38.15,07-09-2023 16:07,Debit,Chennai,M005,Online,04-11-2024 08:07,1,Loyalty Points,Fuel
TX000130,AC00320,58,Male,1036.66,11-07-2023 16:39,Debit,Mumbai,M062,Branch,04-11-2024 08:09,1,Loyalty Points,Shopping
TX000131,AC00382,33,Female,124.72,03-07-2023 17:14,Debit,Bangalore,M004,Branch,04-11-2024 08:07,0,Discount,Food
TX000132,AC00384,78,Male,302.45,25-09-2023 17:13,Credit,Kolkata,M059,Branch,04-11-2024 08:11,0,Discount,Food
TX000133,AC00203,47,Female,208.04,20-11-2023 17:10,Debit,Pune,M055,Online,04-11-2024 08:08,1,Freebie,Shopping
TX000134,AC00498,23,Male,5.77,17-11-2023 17:27,Credit,Kolkata,M098,Branch,04-11-2024 08:10,0,Discount,Food
TX000135,AC00349,56,Female,381.33,21-08-2023 16:46,Debit,Pune,M034,ATM,04-11-2024 08:09,0,Freebie,Food
TX000136,AC00177,50,Female,16.16,16-10-2023 16:59,Debit,Hyderabad,M065,ATM,04-11-2024 08:11,1,Freebie,Fuel
TX000137,AC00284,18,Female,486.08,20-06-2023 17:21,Debit,Chennai,M060,Online,04-11-2024 08:07,0,Freebie,Food
TX000138,AC00272,21,Female,336.39,16-01-2023 16:53,Debit,Mumbai,M003,Branch,04-11-2024 08:09,0,Freebie,Food
TX000139,AC00405,69,Male,997.43,22-11-2023 16:07,Debit,Kolkata,M067,Online,04-11-2024 08:08,0,Cashback,Shopping
TX000140,AC00385,23,Male,234.57,01-09-2023 16:09,Debit,Mumbai,M045,Online,04-11-2024 08:08,0,Freebie,Food
TX000141,AC00403,30,Male,6,23-10-2023 18:38,Debit,Kolkata,M090,Online,04-11-2024 08:09,0,Discount,Healthcare
TX000142,AC00114,80,Male,1049.92,23-10-2023 16:50,Debit,Hyderabad,M052,ATM,04-11-2024 08:10,0,Discount,Travel
TX000143,AC00163,18,Female,227.14,03-07-2023 17:42,Debit,Pune,M057,ATM,04-11-2024 08:11,0,Discount,Travel
TX000144,AC00108,66,Male,233.74,24-10-2023 16:41,Credit,Delhi,M030,Online,04-11-2024 08:11,0,Discount,Shopping
TX000145,AC00397,69,Other,113.02,25-09-2023 16:54,Credit,Chennai,M019,Branch,04-11-2024 08:07,0,Cashback,Travel
TX000146,AC00434,20,Female,45.85,16-02-2023 17:57,Debit,Kolkata,M085,ATM,04-11-2024 08:07,0,Loyalty Points,Fuel
TX000147,AC00385,77,Female,973.39,30-08-2023 17:23,Debit,Kolkata,M026,Branch,04-11-2024 08:11,1,Loyalty Points,Healthcare
TX000148,AC00161,41,Male,514.95,13-04-2023 18:37,Debit,Hyderabad,M056,Online,04-11-2024 08:10,0,Freebie,Healthcare
TX000149,AC00333,66,Female,415.5,28-07-2023 16:29,Debit,Chennai,M077,ATM,04-11-2024 08:10,1,Freebie,Shopping
TX000150,AC00279,54,Female,265.76,06-02-2023 17:48,Debit,Pune,M049,Online,04-11-2024 08:12,0,Discount,Food
TX000151,AC00072,80,Female,69.4,24-07-2023 18:08,Debit,Pune,M073,Online,04-11-2024 08:09,1,Discount,Travel
TX000152,AC00242,35,Female,332.93,20-11-2023 16:29,Credit,Kolkata,M039,Branch,04-11-2024 08:08,0,Loyalty Points,Fuel
TX000153,AC00303,20,Female,267.9,09-10-2023 16:52,Debit,Delhi,M078,Online,04-11-2024 08:08,0,Loyalty Points,Shopping
TX000154,AC00442,61,Male,496.03,03-11-2023 16:45,Debit,Delhi,M009,Branch,04-11-2024 08:09,1,Discount,Shopping
TX000155,AC00087,37,Female,376.26,15-02-2023 16:41,Debit,Mumbai,M081,ATM,04-11-2024 08:09,1,Freebie,Food
TX000156,AC00174,36,Male,83.02,04-09-2023 17:59,Credit,Chennai,M058,Online,04-11-2024 08:11,0,Cashback,Entertainment
TX000157,AC00421,20,Male,93.26,27-07-2023 16:22,Credit,Chennai,M092,Online,04-11-2024 08:12,1,Cashback,Travel
TX000158,AC00111,68,Male,803.37,17-04-2023 16:08,Credit,Pune,M030,Branch,04-11-2024 08:08,0,Loyalty Points,Fuel
TX000159,AC00275,23,Male,35.76,19-09-2023 17:38,Debit,Mumbai,M057,Branch,04-11-2024 08:11,1,Loyalty Points,Shopping
TX000160,AC00492,62,Male,28.53,31-05-2023 16:37,Debit,Hyderabad,M035,Online,04-11-2024 08:06,0,Loyalty Points,Travel
TX000161,AC00380,53,Male,139.53,09-10-2023 17:20,Credit,Chennai,M002,Online,04-11-2024 08:07,0,Cashback,Fuel
TX000162,AC00227,33,Other,307.57,09-01-2023 16:12,Debit,Mumbai,M049,Branch,04-11-2024 08:06,0,Cashback,Healthcare
TX000163,AC00257,56,Female,60.65,26-05-2023 18:15,Credit,Mumbai,M085,Branch,04-11-2024 08:09,0,Discount,Healthcare
TX000164,AC00062,70,Other,74.86,14-08-2023 17:43,Debit,Kolkata,M028,Branch,04-11-2024 08:07,1,Freebie,Fuel
TX000165,AC00383,51,Male,117.97,24-11-2023 18:51,Debit,Pune,M100,Branch,04-11-2024 08:09,0,Loyalty Points,Healthcare
TX000166,AC00182,34,Male,231.91,31-01-2023 18:31,Debit,Mumbai,M044,ATM,04-11-2024 08:12,0,Discount,Shopping
TX000167,AC00478,75,Female,126.21,14-02-2023 16:07,Debit,Delhi,M001,Branch,04-11-2024 08:08,0,Cashback,Travel
TX000168,AC00332,53,Male,506.28,02-05-2023 17:03,Credit,Delhi,M010,Online,04-11-2024 08:09,0,Discount,Fuel
TX000169,AC00202,31,Male,304.35,04-12-2023 17:07,Debit,Bangalore,M007,Branch,04-11-2024 08:08,0,Cashback,Shopping
TX000170,AC00331,22,Female,281.85,16-05-2023 17:26,Debit,Pune,M013,ATM,04-11-2024 08:07,0,Freebie,Travel
TX000171,AC00474,31,Male,777.88,20-03-2023 16:58,Debit,Kolkata,M018,Branch,04-11-2024 08:09,1,Cashback,Travel
TX000172,AC00268,56,Female,119.18,25-08-2023 18:01,Debit,Hyderabad,M093,Branch,04-11-2024 08:07,0,Discount,Shopping
TX000173,AC00247,76,Female,177.19,15-05-2023 17:25,Debit,Bangalore,M088,Online,04-11-2024 08:06,0,Freebie,Travel
TX000174,AC00298,22,Male,260.88,29-05-2023 16:50,Debit,Delhi,M094,Branch,04-11-2024 08:06,1,Cashback,Entertainment
TX000175,AC00106,24,Male,169.47,22-03-2023 16:10,Debit,Kolkata,M046,Online,04-11-2024 08:07,0,Loyalty Points,Fuel
TX000176,AC00035,26,Female,73.23,19-05-2023 16:52,Debit,Bangalore,M022,Branch,04-11-2024 08:11,1,Cashback,Fuel
TX000177,AC00363,29,Male,1362.55,10-02-2023 18:07,Debit,Pune,M001,ATM,04-11-2024 08:11,1,Freebie,Travel
TX000178,AC00273,19,Male,792.57,22-05-2023 16:22,Debit,Kolkata,M059,ATM,04-11-2024 08:10,0,Discount,Shopping
TX000179,AC00156,71,Other,237.06,18-12-2023 16:47,Debit,Pune,M049,Online,04-11-2024 08:07,0,Freebie,Food
TX000180,AC00010,54,Male,34.17,21-11-2023 16:57,Credit,Mumbai,M091,Online,04-11-2024 08:06,0,Discount,Healthcare
TX000181,AC00036,41,Female,740.25,19-07-2023 17:03,Debit,Chennai,M010,Online,04-11-2024 08:08,0,Cashback,Travel
TX000182,AC00149,58,Other,453.54,19-04-2023 16:36,Debit,Mumbai,M017,ATM,04-11-2024 08:12,1,Cashback,Food
TX000183,AC00225,73,Male,300.47,13-11-2023 16:11,Debit,Pune,M065,Branch,04-11-2024 08:08,0,Freebie,Travel
TX000184,AC00077,19,Male,110.93,07-04-2023 16:38,Credit,Kolkata,M036,Branch,04-11-2024 08:10,0,Loyalty Points,Food
TX000185,AC00440,59,Male,201.69,03-01-2023 16:46,Debit,Delhi,M019,ATM,04-11-2024 08:10,0,Cashback,Travel
TX000186,AC00321,59,Male,399.21,30-01-2023 16:15,Debit,Hyderabad,M062,ATM,04-11-2024 08:08,0,Loyalty Points,Shopping
TX000187,AC00099,78,Male,1041.88,06-09-2023 16:44,Debit,Delhi,M032,Online,04-11-2024 08:06,0,Loyalty Points,Healthcare
TX000188,AC00258,62,Female,630.36,02-03-2023 16:11,Debit,Kolkata,M084,ATM,04-11-2024 08:12,1,Freebie,Food
TX000189,AC00132,60,Male,10.94,23-10-2023 17:24,Credit,Mumbai,M083,ATM,04-11-2024 08:11,0,Cashback,Entertainment
TX000190,AC00113,38,Female,215.9,04-01-2023 16:02,Debit,Hyderabad,M083,ATM,04-11-2024 08:10,0,Loyalty Points,Shopping
TX000191,AC00396,79,Other,1422.55,10-07-2023 17:49,Debit,Kolkata,M072,Branch,04-11-2024 08:06,0,Cashback,Healthcare
TX000192,AC00099,49,Female,226.37,18-09-2023 17:07,Credit,Pune,M041,Branch,04-11-2024 08:09,1,Discount,Travel
TX000193,AC00265,43,Female,444.89,11-09-2023 16:27,Credit,Delhi,M060,Branch,04-11-2024 08:11,0,Loyalty Points,Food
TX000194,AC00047,25,Male,280.57,27-01-2023 17:35,Credit,Pune,M017,Online,04-11-2024 08:10,1,Freebie,Healthcare
TX000195,AC00005,52,Female,488.54,03-07-2023 17:47,Debit,Hyderabad,M036,Branch,04-11-2024 08:07,0,Freebie,Fuel
TX000196,AC00363,50,Female,3.3,27-03-2023 16:42,Credit,Hyderabad,M085,Branch,04-11-2024 08:10,1,Loyalty Points,Shopping
TX000197,AC00426,69,Male,199.39,21-08-2023 16:16,Debit,Delhi,M023,Branch,04-11-2024 08:09,0,Cashback,Food
TX000198,AC00107,62,Male,20.36,24-07-2023 17:02,Debit,Pune,M069,Branch,04-11-2024 08:11,0,Discount,Shopping
TX000199,AC00237,62,Female,113.64,24-10-2023 17:09,Debit,Bangalore,M038,Online,04-11-2024 08:07,0,Discount,Food
